Hora final,Nome,Duração (s),Categoria,Observação,STATUS,Coordenadas S,Coordenadas W,Coordenadas S.1,Coordenadas W.1,Identificação,Coordenadas Inicial,Coordenadas Final
08:45:32,042921 08.45 MA FF rap,317.0,MA,começa a chover mais forte 2 min into it,Transcrito,-7.520416666666667,-34.96555555555556,-7.520305555555556,-34.96527777777778,,POINT (283110.4220443233 9168233.178754121),POINT (283141.0299794479 9168245.606730586)
08:45:32,042921 08.45 MA FF rap,157.0,FF,,Transcrito,-7.520305555555556,-34.96527777777778,-7.520305555555556,-34.96527777777778,,POINT (283141.0299794479 9168245.606730586),POINT (283141.0299794479 9168245.606730586)
‏‎12:52:54,042921 12.52 SUB 1,744.0,SUB,,Transcrito,-7.528361111111111,-34.962250000000004,-7.528444444444444,-34.96216666666667,,POINT (283479.2554697386 9167356.064340232),POINT (283488.4955990106 9167346.887951508)
12:45:42,050121 12.42 FA,415.0,FA,"fezes, gps inicial aprox",Transcrito,-7.529361111111111,-34.96147222222223,-7.529361111111111,-34.96147222222223,,POINT (283565.6068462329 9167245.837541314),POINT (283565.6068462329 9167245.837541314)
‏‎12:01:26,050121 12.01 FA Inf FF,242.0,FA,inf ff,Transcrito,-7.528194444444444,-34.962361111111115,-7.528194444444444,-34.962361111111115,,POINT (283466.9077065099 9167374.444644066),POINT (283466.9077065099 9167374.444644066)
13:28:44,050121 13.28 FA rap,136.0,FA,rap gps no audio,Transcrito,-7.530083333333334,-34.96091666666667,-7.530083333333334,-34.96091666666667,,POINT (283627.2901146096 9167166.226204641),POINT (283627.2901146096 9167166.226204641)
12:30:58,050121 12.30 FF ,633.0,FF,femea talvez a laranjinha,Transcrito,-7.528305555555556,-34.96202777777778,-7.528972222222222,-34.96177777777778,,POINT (283503.7578990657 9167362.319563922),POINT (283531.68510501913 9167288.701996436)
14:29:14,050121 14.29 FF,469.0,FF,GPS audio,Transcrito,-7.531,-34.96022222222223,-7.531416666666667,-34.96030555555556,,POINT (283704.4008255066 9167065.175714888),POINT (283695.4088923002 9167019.04609865)
‏‎14:48:42,050121 14.48 FF Inf FF,1130.0,FF,"Verruga é f dps inf depois ff , 3154.0 57.7 pt de ama",Transcrito,-7.531416666666667,-34.96030555555556,-7.53175,-34.96041666666667,,POINT (283695.4088923002 9167019.04609865),POINT (283683.3094073642 9166982.12038965)
‏‎14:59:34,050121 14.59 FG rap,180.0,FG,,Transcrito,-7.5320277777777775,-34.96055555555556,-7.5320833333333335,-34.96066666666667,,POINT (283668.11615153577 9166951.326028537),POINT (283655.87883601297 9166945.12587786)
12:19:40,050121 12.19 Inf,654.0,INF,,Transcrito,-7.528277777777777,-34.96202777777778,-7.528305555555556,-34.96202777777778,,POINT (283503.7441085845 9167365.392123464),POINT (283503.7578990657 9167362.319563922)
‏‎09:07:30,050121 09.07 J1 FF,252.0,J1,"1m ff depois, mas vem mais ou menos",Transcrito,-7.520583333333334,-34.96333333333334,-7.520444444444444,-34.96347222222222,,POINT (283355.80966401193 9168215.844594356),POINT (283340.4091901238 9168231.138609892)
09:18:08,050121 09.18 J1,249.0,J1,,Transcrito,-7.520333333333333,-34.96338888888889,-7.5205,-34.96319444444445,,POINT (283349.5529754813 9168243.470127897),POINT (283371.0998505877 9168225.131061772)
‏‎12:36:10,050121 12.36 J1,265.0,J1,peq tlvz inf,Transcrito,-7.528972222222222,-34.96177777777778,-7.529055555555556,-34.96169444444445,,POINT (283531.68510501913 9167288.701996436),POINT (283540.9252122175 9167279.525603332)
 ‏‎13:40:10,050121 13.40 J2,336.0,J2,,Transcrito,-7.530222222222222,-34.960861111111114,-7.530305555555556,-34.96077777777778,,POINT (283633.491516774 9167150.890930923),POINT (283642.73158011946 9167141.71452963)
‏‎12:50:00,050121 12.50 J2 rap,150.0,J2,"chorando muito, talvez ito tb fez focal dele",Transcrito,-7.529416666666666,-34.961444444444446,-7.529416666666666,-34.961444444444446,,POINT (283568.700666026 9167239.706184119),POINT (283568.700666026 9167239.706184119)
09:33:08,050121 09.33 J3 ,389.0,J3,,Transcrito,-7.520972222222222,-34.963055555555556,-7.520944444444444,-34.963166666666666,,POINT (283386.66571966256 9168172.966313973),POINT (283374.38671433553 9168175.983847832)
11:44:28,050121 11.44 J3,247.0,J3,,Transcrito,-7.527361111111111,-34.962722222222226,-7.527416666666666,-34.96275,,POINT (283426.63258189836 9167466.442512747),POINT (283423.5939103308 9167460.28362582)
‏‎14:07:16,050121 14.07 J3 rap FF,60.0,J3,"J3 no começo,  depois de 1m eu acho ff ",Transcrito,-7.530333333333333,-34.96058333333334,-7.530333333333333,-34.96058333333334,,POINT (283664.20900920016 9167138.738266485),POINT (283664.20900920016 9167138.738266485)
‏‎14:07:16,050121 14.07 J3 rap FF,1058.0,FF,"J3 no começo,  depois de 1m eu acho ff ",Transcrito,-7.530333333333333,-34.96058333333334,-7.530777777777778,-34.96041666666667,,POINT (283664.20900920016 9167138.738266485),POINT (283682.82694826694 9167089.659885809)
‏‎14:17:58,050121 14.17 JF Inf,342.0,JF,,Transcrito,-7.530888888888889,-34.96038888888889,-7.530861111111111,-34.96030555555556,,POINT (283685.94831372215 9167077.383413272),POINT (283695.1332215937 9167080.49723504)
11:53:38,050121 11.53 MA,246.0,MA,,Transcrito,-7.527416666666666,-34.962694444444445,-7.527666666666667,-34.962694444444445,,POINT (283429.7264283226 9167460.311156794),POINT (283429.8505726055 9167432.65811103)
11:12:28,050121 11.12 MA ,387.0,MA,"MA c vocalizacao  s3 cio ora fa tlvz, vo estranha do ma enquanto observa fa, da pra ouvir na gravacao",Transcrito,-7.525833333333333,-34.962694444444445,-7.526222222222223,-34.962500000000006,,POINT (283428.94027642 9167635.447106851),POINT (283450.59722140245 9167592.527597822)
15:33:54,050221 15.33 FA J1,1901.0,FA,"inf ou j1, amamentacao na borda - 31'46.5"" 57'41.5""",Transcrito,-7.529555555555556,-34.96152777777778,-7.529944444444444,-34.961555555555556,,POINT (283559.57088358025 9167224.30210902),POINT (283556.69769911736 9167181.272523705)
11:12:02,050221 11.12 FF rap,144.0,FF,,Transcrito,-7.5152777777777775,-34.97058333333334,-7.515361111111111,-34.97075,,POINT (282552.85967040155 9168799.108779807),POINT (282534.50300331635 9168789.808261916)
‏‎10:28:44,050221 10.28 FF,470.0,FF,,Transcrito,-7.517194444444445,-34.96805555555556,-7.516944444444444,-34.968583333333335,,POINT (282832.85103554005 9168588.356427712),POINT (282774.46621281886 9168615.747613128)
09:42:04,050221 09.24 FF rap,110.0,FF,,Transcrito,-7.518027777777777,-34.966638888888895,-7.517944444444445,-34.966833333333334,,POINT (282989.64843741286 9168496.882197304),POINT (282968.14269528777 9168506.00345971)
14:42:18,050221 14.42 FF,463.0,FF,,Transcrito,-7.529444444444445,-34.96205555555556,-7.529583333333333,-34.96180555555556,,POINT (283501.2571088628 9167236.330855412),POINT (283528.9222543123 9167221.091930835)
‏‎14:53:22,050221 14.53 FF rap,159.0,FF,,Transcrito,-7.529555555555556,-34.96177777777778,-7.5296111111111115,-34.96163888888889,,POINT (283531.9747053423 9167224.178252904),POINT (283547.3334961599 9167218.101945795)
10:17:00,050221 10.17 FF Inf FF,886.0,FF,"acho q segunda FF é msm q primeira, era a f q estava forrageando ao redor do inf ",Transcrito,-7.517722222222222,-34.96727777777778,-7.51725,-34.96791666666667,,POINT (282918.9708942867 9168530.36353722),POINT (282848.2103606197 9168582.280211112)
09:23:20,050221 09.23 FG,441.0,FG,não fa ,Transcrito,-7.518666666666666,-34.966166666666666,-7.5184999999999995,-34.96622222222223,,POINT (283042.0935091027 9168426.447353095),POINT (283035.87804179126 9168444.855199708)
09:30:36,050221 09.30 Inf MA,288.0,INF,grande mas ainda bambo,Transcrito,-7.5184999999999995,-34.96619444444445,-7.5184444444444445,-34.96619444444445,,POINT (283038.944369759 9168444.868973732),POINT (283038.9167659654 9168451.014105294)
‏‎14:49:52,050221 14.49 Inf MA,384.0,INF,first half ma other,Transcrito,-7.529583333333333,-34.96180555555556,-7.529555555555556,-34.96177777777778,,POINT (283528.9222543123 9167221.091930835),POINT (283531.9747053423 9167224.178252904)
10:36:20,050221 10.36 J2 rap FF,17.0,J2,17s ff ,Transcrito,-7.516944444444444,-34.96855555555556,-7.516944444444444,-34.96855555555556,,POINT (282777.53255594475 9168615.761400938),POINT (282777.53255594475 9168615.761400938)
10:36:20,050221 10.36 J2 rap FF,286.0,FF,17s ff ,Transcrito,-7.516944444444444,-34.96855555555556,-7.516666666666667,-34.96911111111111,,POINT (282777.53255594475 9168615.761400938),POINT (282716.0674903387 9168646.211315706)
15:51:58,050221 15.51 J2,539.0,J2,,Transcrito,-7.529888888888888,-34.961083333333335,-7.530055555555555,-34.96105555555556,,POINT (283608.7961833251 9167187.65156223),POINT (283611.94514213136 9167169.229972433)
14:18:16,050221 14.18 J3,1300.0,J3,,Transcrito,-7.530972222222222,-34.962472222222225,-7.529861111111111,-34.962611111111116,,POINT (283456.0222910949 9167067.1335356),POINT (283440.1391844696 9167189.967116611)
15:00:32,050221 15.00 JF,307.0,JF,filhote e juvenil quase do msm tamanho,Transcrito,-7.5296111111111115,-34.96163888888889,-7.529555555555556,-34.96152777777778,,POINT (283547.3334961599 9167218.101945795),POINT (283559.57088358025 9167224.30210902)
10:39:30,050221 10.39 MA rap,101.0,MA,,Transcrito,-7.516555555555556,-34.96913888888889,-7.516444444444445,-34.96919444444445,,POINT (282712.94586745265 9168658.487807797),POINT (282706.75789603207 9168670.750508837)
11:02:44,050221 11.02 SUB sup rap,341.0,SUB,,Transcrito,-7.515805555555556,-34.969944444444444,-7.515416666666667,-34.97036111111111,,POINT (282623.64853688446 9168741.047233539),POINT (282577.4596638257 9168783.856300883)
‏‎14:39:34,050521 14.39 J2 sup rap,77.0,J2,,Transcrito,-7.528138888888889,-34.96205555555556,-7.528138888888889,-34.96205555555556,,POINT (283500.6089042404 9167380.74115913),POINT (283500.6089042404 9167380.74115913)
‏‎14:37:20,050521 14.37 J2 sup rap,138.0,J2,,Transcrito,-7.5281666666666665,-34.96205555555556,-7.5281666666666665,-34.96205555555556,,POINT (283500.6226946641 9167377.668599555),POINT (283500.6226946641 9167377.668599555)
14:07:46,050521 14.07 MA,374.0,MA,21m de erro ig ovo de réptil,Transcrito,-7.526888888888889,-34.96291666666667,-7.526888888888889,-34.962833333333336,,POINT (283404.93425652897 9167518.579687016),POINT (283414.1330454815 9167518.620983869)
‏‎08:44:52,050621 08.44 FA ,775.0,FA,acho n sad ou j3,Transcrito,-7.517777777777778,-34.96738888888889,-7.5175,-34.96725,,POINT (282906.7331704539 9168524.163279448),POINT (282921.92676762806 9168554.957857776)
09:27:42,050621 09.27 FF,1996.0,FF,Acho que cana provisionada? Ou talvez só perto da borda. Mts vo de briga,Transcrevendo,,,-7.517388888888889,-34.96716666666667,,POINT EMPTY,POINT (282931.0705505576 9168567.289465114)
12:40:16,050621 12.40 J3 rap FF Inf FF,55.0,J3,,Transcrito,-7.5247222222222225,-34.96252777777778,-7.5247222222222225,-34.96252777777778,,POINT (283446.786355687 9167758.432080649),POINT (283446.786355687 9167758.432080649)
12:40:16,050621 12.40 J3 rap FF Inf FF,1102.0,FF,inf ff msm com 55s antes j3 ,Transcrito,-7.524777777777778,-34.962611111111116,-7.5248888888888885,-34.962583333333335,,POINT (283437.61509887804 9167752.245681556),POINT (283440.7365285944 9167739.969201019)
08:30:30,050621 08.30 FG ,678.0,FG,início da gest ou fa  gord,Transcrito,-7.517611111111111,-34.967333333333336,-7.517722222222222,-34.96752777777778,,POINT (282912.7829897504 9168542.626247436),POINT (282891.3738741438 9168530.239508081)
‏‎12:18:14,050621 12.18 J1,223.0,J1,,Transcrito,-7.5245,-34.96319444444445,-7.5245,-34.96277777777778,,POINT (283373.08534267324 9167782.682290465),POINT (283419.07954267366 9167782.888722407)
‏‎13:02:18,050621 13.02 J1,427.0,J1,"J1 não j2, amamentação no 073130.7 0345743.9",Transcrito,-7.525166666666666,-34.96233333333333,-7.525416666666667,-34.96205555555556,,POINT (283468.47088234744 9167709.367436219),POINT (283499.2576882065 9167681.851980817)
‏‎11:41:42,050621 11.41 J2 ,194.0,J2,,Transcrito,-7.523083333333333,-34.96436111111112,-7.523111111111111,-34.96427777777778,,POINT (283243.59778939775 9167938.80476846),POINT (283252.81046329776 9167935.773512425)
12:53:26,050621 12.53 J2,721.0,J2,tem horas q parece j1,Transcrito,-7.524916666666667,-34.96252777777778,-7.525194444444445,-34.96238888888889,,POINT (283446.8828694115 9167736.924160602),POINT (283462.35212131706 9167706.267358555)
 ‏‎08:53:56,050621 08.53 J2,195.0,J2,j2 ou j3,Transcrito,-7.517361111111111,-34.967083333333335,-7.5175833333333335,-34.966944444444444,,POINT (282940.25575667067 9168570.40336776),POINT (282955.6978865132 9168545.891719954)
‏‎12:12:14,050621 12.12 J2 rap,110.0,J2,rap,Transcrito,-7.524361111111111,-34.96338888888889,-7.524388888888889,-34.96325,,POINT (283351.55241372215 9167797.948748022),POINT (283366.897613531 9167794.945007894)
‏‎11:37:58,050621 11.37 J3,672.0,J3,bem proximo do ponto 17,Transcrito,-7.523027777777778,-34.964555555555556,-7.523083333333333,-34.96436111111112,,POINT (283222.1061437576 9167944.853505723),POINT (283243.59778939775 9167938.80476846)
10:05:40,050621 10.05 J3,710.0,J3,"brincadeira, tem  2 filmagem com camera da paula (um dele com um sad e outro j3 e o outro dele brincando sozinho), ponto de brincadeira 073103.9  0345801.6",Transcrito,-7.5175833333333335,-34.967083333333335,-7.517833333333333,-34.967083333333335,,POINT (282940.36620724696 9168545.822829768),POINT (282940.4904680266 9168518.169724265)
‏‎11:57:10,050621 11.57 J3 rap,105.0,J3,rap,Transcrito,-7.523722222222222,-34.964305555555555,-7.523861111111111,-34.964194444444445,,POINT (283250.0477190608 9167868.163357364),POINT (283262.381857637 9167852.855621537)
‏‎10:36:40,050621 10.36 MA,658.0,MA,"vo de injuira de sad, registrei as vos dele e a ameaça deuma fa.",Transcrito,-7.518111111111111,-34.96688888888889,-7.518694444444445,-34.966722222222224,,POINT (282962.0928650226 9168487.540502673),POINT (282980.7807707588 9168423.099266738)
‏‎13:13:04,050621 13.13 SUB,506.0,SUB,,Transcrito,-7.525527777777778,-34.96211111111111,-7.525888888888889,-34.96208333333334,,POINT (283493.180288056 9167669.534228593),POINT (283496.4257793931 9167629.60471512)
13:49:50,050821 13.49 FA ,1137.0,FA,,Transcrito,-7.530083333333334,-34.96091666666667,-7.530166666666666,-34.96077777777778,,POINT (283627.2901146096 9167166.226204641),POINT (283642.6626540271 9167157.077317383)
‏‎12:05:02,050821 12.05 FF ,342.0,FF,dep de 30s ,Transcrito,,,-7.528472222222222,-34.96194444444445,,POINT EMPTY,POINT (283513.03939376597 9167343.925493194)
13:27:24,050821 13.27 FF ,411.0,FF,sendo filh j1 no ultn mou2 desce ,Transcrito,,,-7.530111111111111,-34.961000000000006,,POINT EMPTY,POINT (283618.1051899252 9167163.112373156)
12:40:36,050821 12.40 FF,869.0,FF,super popular,Transcrito,,,-7.529583333333333,-34.96152777777778,,POINT EMPTY,POINT (283559.58467286755 9167221.229550214)
‏‎12:12:16,050821 12.12 FG ,393.0,FG,fezes cortisol,Transcrito,,,-7.545138888888888,-34.96188888888889,,POINT EMPTY,POINT (283527.45490155206 9165500.416809037)
‏‎12:55:04,050821 12.55 J1 ,306.0,J1,,Transcrito,,,-7.529888888888888,-34.961111111111116,,POINT EMPTY,POINT (283605.72994463576 9167187.63780375)
14:28:58,050821 14.28 J1 ,195.0,J1,dep uma ff recem-nascido ,Transcrito,,,-7.530916666666666,-34.96044444444445,,POINT EMPTY,POINT (283679.82963694155 9167074.28334527)
10:43:54,050821 10.43 J2 rap,117.0,J2,rap,Transcrito,-7.525138888888889,-34.962833333333336,-7.525138888888889,-34.962833333333336,,POINT (283413.2641493095 9167712.192307973),POINT (283413.2641493095 9167712.192307973)
14:08:52,050821 14.08 J2 ,311.0,J2,,Transcrito,,,-7.530638888888888,-34.9605,,POINT EMPTY,POINT (283673.55933379167 9167104.981404647)
‏‎11:49:48,050821 11.49 J2 ,431.0,J2,j2 não j3,Transcrito,,,-7.527972222222222,-34.96216666666667,,POINT EMPTY,POINT (283488.26114678424 9167399.121467767)
‏‎11:57:02,050821 11.57 J2 ,135.0,J2,rap,Transcrito,-7.528111111111111,-34.96205555555556,-7.528111111111111,-34.96205555555556,,POINT (283500.59511386725 9167383.8137187),POINT (283500.59511386725 9167383.8137187)
09:28:16,050821 09.28 J3 ,986.0,J3,,Transcrito,,,-7.520666666666666,-34.96586111111112,,POINT EMPTY,POINT (283076.8168247822 9168205.374151774)
‏‎10:17:48,050821 10.17 MA ,448.0,MA,,Transcrito,,,-7.523666666666666,-34.96427777777778,,POINT EMPTY,POINT (283253.0864109803 9167874.322253264)
‏‎10:39:02,050821 10.39 MA ,264.0,MA,,Transcrito,,,-7.525222222222222,-34.96319444444445,,POINT EMPTY,POINT (283373.4439462072 9167702.795699185)
‏‎11:02:16,050821 11.02 MA ,902.0,MA,cone o comendo a fr verm de banda,Transcrito,,,-7.525888888888889,-34.96188888888889,,POINT EMPTY,POINT (283517.8896584748 9167629.70101822)
11:16:22,050821 11.16 MA rap,155.0,MA,,Transcrito,,,-7.526416666666667,-34.96194444444445,,POINT EMPTY,POINT (283512.0190558001 9167571.294880565)
‏‎11:23:18,050821 11.23 MA rap,148.0,MA,,Transcrito,,,-7.526722222222222,-34.79516666666667,,POINT EMPTY,POINT (301921.14378804713 9167616.587121733)
‏‎14:22:36,050821 14.22 MA ,692.0,MA,,Transcrito,,,-7.530805555555555,-34.96047222222222,,POINT EMPTY,POINT (283676.7082698154 9167086.559817778)
‏‎09:41:40,050821 09.41 SUB ,227.0,SUB,,Transcrito,,,-7.52125,-34.965694444444445,,POINT EMPTY,POINT (283095.5045578024 9168140.932932014)
12:49:40,050821 12.49  J1 J3 rap,280.0,J1,,Transcrito,,,-7.529833333333333,-34.961111111111116,,POINT EMPTY,POINT (283605.70237086853 9167193.782919949)
12:49:40,050821 12.49  J1 J3 rap,194.0,J2,,Transcrito,,,-7.529833333333333,-34.961111111111116,,POINT EMPTY,POINT (283605.70237086853 9167193.782919949)
09:19:06,051621 09.19 J2 1,616.0,J2,,Transcrito,,,-7.519722222222222,-34.965361111111115,,POINT EMPTY,POINT (283131.5412625765 9168310.089271607)
09:23:52,051621 09.23 J3 1,153.0,J3,,Transcrito,,,-7.519805555555555,-34.96530555555556,,POINT EMPTY,POINT (283137.71529219777 9168300.8991187)
09:26:29,051621 09.29 J3 2 FF 1,75.0,J3,,Transcrito,,,-7.519805555555555,-34.96555555555556,,POINT EMPTY,POINT (283110.11843564385 9168300.775180588)
09:29:14,051621 09.29 J3 2 FF 1,165.0,FF,,Transcrito,,,-7.519805555555555,-34.96555555555556,,POINT EMPTY,POINT (283110.11843564385 9168300.775180588)
09:38:44,051621 09.38 Inf 2.1 FF 2,231.0,FF,,Transcrito,,,-7.519861111111111,-34.965611111111116,,POINT EMPTY,POINT (283104.0134008647 9168294.602506831)
09:38:44,051621 09.38 Inf 2.1 FF 2,,Inf,,Transcrito,,,-7.519861111111111,-34.965611111111116,,POINT EMPTY,POINT (283104.0134008647 9168294.602506831)
09:43:58,051621 09.43 FF 3,248.0,FF,,Transcrito,,,-7.5200555555555555,-34.96566666666667,,POINT EMPTY,POINT (283097.9773723938 9168273.067006769)
10:02:18,051621 10.02 FA 1,769.0,FA,,Transcrito,,,-7.52,-34.96575,,POINT EMPTY,POINT (283088.7508207768 9168279.170817226)
10:39:12,051621 10.39 J1 1,926.0,J1,,Transcrito,,,-7.518833333333333,-34.96563888888889,,POINT EMPTY,POINT (283100.43649881403 9168408.273635555)
‏‎10:58:58,051621 10.58 J1 2,446.0,J1,,Transcrito,,,-7.518916666666667,-34.96566666666667,,POINT EMPTY,POINT (283097.41157094284 9168399.042170176)
11:03:36,051621 11.03 J2 2,152.0,J2,,Transcrito,,,-7.519,-34.965833333333336,,POINT EMPTY,POINT (283079.0550263688 9168389.741845274)
11:15:00,"051621 11.15 FA 2 so ao, tlvz descarta",480.0,FA,"FA só me ameaçando, descarta?",Transcrito,,,-7.5191944444444445,-34.96552777777778,,POINT EMPTY,POINT (283112.88117339415 9168368.385375984)
‏‎11:22:06,051621 11.22 J3 3,126.0,J3,,Transcrito,,,-7.519111111111111,-34.96555555555556,,POINT EMPTY,POINT (283109.773455566 9168377.58929956)
 ‏‎11:34:12,051621 11.34 MA 1 FFmorto 4,,MA,"no começo só, depois muda pra FFmorto",Transcrito,,,,,,POINT EMPTY,POINT EMPTY
 ‏‎11:34:12,051621 11.34 MA 1 FFmorto 4,579.0,FF,filhote recém nascido morimbundo,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
‏14:56:16,051621 14.56 FFmorto 4,2754.0,FF,filhote recém nascido morimbundo,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
‏‎15:16:36,051621 15.16 FF inf FF,899.0,FF,Cana provisionada a partir daqui,Transcrito,,,-7.530138888888889,-34.95977777777778,,POINT EMPTY,POINT (283753.03334582143 9167160.644988924)
‏‎15:16:36,051621 15.16 FF inf FF,,INF,,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
‏‎15:16:36,051621 15.16 FF inf FF,,FF,,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
‏‎15:45:34,051621 15.45 FFmorto 4,794.0,FF,,Transcrito,,,-7.530222222222222,-34.96,,POINT EMPTY,POINT (283728.5448065301 9167151.317316994)
15:50:34,051621 15.50 MF 1,269.0,MF,,Transcrito,,,-7.530666666666667,-34.96033333333334,,POINT EMPTY,POINT (283691.9705097991 9167101.99137805)
15:56:52,051621 15.56 J2 3,201.0,J2,,Transcrito,,,-7.530555555555556,-34.96011111111111,,POINT EMPTY,POINT (283716.44523819274 9167114.391633421)
‏‎09:34:06,051721 09.34 FF 1,140.0,FF,Banana provisionada no dia,Transcrito,-7.5304722222222225,-34.95986111111112,-7.5305277777777775,-34.95986111111112,,POINT (283743.99998851726 9167123.733068008),POINT (283744.02754700044 9167117.587956112)
09:39:56,051721 09.39 FF 2 Inf 2.1,,INF,gps final msm q o inicial,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
09:39:56,051721 09.39 FF 2 Inf 2.1,194.0,FF,"gps final msm q o inicial, vo estranha no meio",Transcrito,,,,,,POINT EMPTY,POINT EMPTY
‏‎10:42:24,051721 10.42 Inf ou J1,331.0,J1,"talvez J1 já cara de infante, mas movimentos relativamente independentes ",Transcrito,-7.5304166666666665,-34.96,-7.530666666666667,-34.96033333333334,,POINT (283728.64126576984 9167129.809423782),POINT (283691.9705097991 9167101.99137805)
11:18:36,051721 11.18 FF 3 FF 4 ,,FF,"Primera FF, depois começo a seguir outra sem querer",,,,,,,POINT EMPTY,POINT EMPTY
11:18:36,051721 11.18 FF 3 FF 4 ,622.0,FF,,,,,-7.530666666666667,-34.96002777777778,,POINT EMPTY,POINT (283725.69905715086 9167102.142665723)
‏‎11:43:36,051721 11.43 FF 5 ,368.0,FF,,Transcrito,-7.531027777777778,-34.960055555555556,-7.531027777777778,-34.960055555555556,,POINT (283722.81198198406 9167062.185680889),POINT (283722.81198198406 9167062.185680889)
‏‎12:08:02,051721 12.08 MA 1 ,878.0,MA,"jovem, quase sub",Transcrito,-7.531083333333333,-34.96027777777778,-7.531111111111111,-34.96047222222222,,POINT (283698.30971628847 9167055.930535598),POINT (283676.85989800433 9167052.761689737)
12:27:12,051721 12.27 J2 1 ,335.0,J2,,Transcrito,-7.531138888888889,-34.96038888888889,-7.531083333333333,-34.9605,,POINT (283686.07236877596 9167049.730400698),POINT (283673.7798841839 9167055.820490533)
12:30:30,051721 12.30 MA 2 ,144.0,MA,esfregando barbela,Transcrito,-7.531083333333333,-34.96044444444445,-7.531083333333333,-34.96044444444445,,POINT (283679.9123425073 9167055.84800297),POINT (283679.9123425073 9167055.84800297)
12:49:02,051721 12.49 FA 1,65.0,FA,,Transcrito,-7.530972222222222,-34.96044444444445,-7.530972222222222,-34.96044444444445,,POINT (283679.85720526124 9167068.138231184),POINT (283679.85720526124 9167068.138231184)
10:31:44,052021 10.31 FF 1,607.0,FF,,,-7.520611111111111,-34.96113888888889,-7.5205,-34.961111111111116,,POINT (283598.06162595627 9168213.858276695),POINT (283601.0728502505 9168226.162246613)
10:37:36,052021 10.37 J2 1,123.0,J2,,,-7.520583333333334,-34.96130555555556,-7.520583333333334,-34.96130555555556,,POINT (283579.65002924146 9168216.84837722),POINT (283579.65002924146 9168216.84837722)
10:41:36,052021 10.41 FF 2,191.0,FF,Prob msm q FF q no início (FF1),,-7.520583333333334,-34.96130555555556,-7.520666666666666,-34.961555555555556,,POINT (283579.65002924146 9168216.84837722),POINT (283552.0946057192 9168207.507006075)
‏‎10:54:26,052021 10.54 J3 1,555.0,J3,Foto de fruta estranha q estavam consumindo,,-7.520694444444445,-34.96163888888889,-7.52075,-34.96177777777778,,POINT (283542.90946609987 9168204.39321158),POINT (283527.6054934544 9168198.179363469)
11:21:32,052021 11.21 J1 1 rap,57.0,J1,vo briga no meio,Transcrito,-7.521027777777777,-34.96255555555556,-7.521027777777777,-34.962694444444445,,POINT (283441.8867625473 9168167.068776844),POINT (283426.555243594 9168167.000009898)
12:19:58,052021 12.19 SAD 1 rap,37.0,SUB,,Transcrito,-7.52225,-34.96313888888889,-7.52225,-34.96313888888889,,POINT (283378.1009664888 9168031.58725182),POINT (283378.1009664888 9168031.58725182)
12:35:02,052021 12.35 FA and JF,90.0,FA,"Começa com fa dep vira jf 1.5m in, mas no fim vira ff n sei como, prob trocou de focal... [fa até 1:29 dp ff q eu achava q era jf e mudei de focal - mas nao disse isso no audio entao ficou jf msm), arquivo é o antigo 052021 12.35 FA 1- FF 3",Transcrito,-7.5248333333333335,-34.96266666666667,-7.525055555555555,-34.962361111111115,,POINT (283431.5101212808 9167746.073040677),POINT (283465.3494600459 9167721.643916367)
,052021 12.35 FA and JF,367.0,JF,Ffilhote é Juv confuso... era jf a virou ff? mt no fim a troca,Transcrito,-7.5248333333333335,-34.96266666666667,-7.525055555555555,-34.962361111111115,,POINT (283431.5101212808 9167746.073040677),POINT (283465.3494600459 9167721.643916367)
13:01:24,052021 13.01  JF-Inf-FF,,JF,JF provavemente o de antes,,-7.525083333333333,-34.962250000000004,-7.525833333333333,-34.96205555555556,,POINT (283477.6283457254 9167718.626390189),POINT (283499.46447548433 9167635.763591874)
,052021 13.01  JF-Inf-FF,,INF,,,-7.525083333333333,-34.962250000000004,-7.525833333333333,-34.96205555555556,,POINT (283477.6283457254 9167718.626390189),POINT (283499.46447548433 9167635.763591874)
,052021 13.01  JF-Inf-FF,1471.0,FF,,,-7.525083333333333,-34.962250000000004,-7.525833333333333,-34.96205555555556,,POINT (283477.6283457254 9167718.626390189),POINT (283499.46447548433 9167635.763591874)
‏‎13:11:46,052021 13.11 J3 2,430.0,J3,J3 com molusco,Transcrito,-7.525888888888889,-34.96205555555556,-7.52625,-34.962250000000004,,POINT (283499.49204798165 9167629.618473291),POINT (283478.2074107838 9167589.578886354)
13:23:00,052021 13.23 J3 3,587.0,J3,"Foto de fruta laranja peluda estranha, começo da obs é um MA [[Fruta Solanum paraibano - fruta de uma trepadeira endêmica]",Transcrito,-7.52625,-34.962250000000004,-7.526583333333333,-34.96266666666667,,POINT (283478.2074107838 9167589.578886354),POINT (283432.3789084491 9167552.501737706)
13:33:24,052021 13.33 MA 1,193.0,MA,,Transcrito,,,-7.527055555555555,-34.96302777777778,,POINT EMPTY,POINT (283392.7519746089 9167500.08925482)
